title,url,product,capability,priority,key_evidence,accessed_on,discovered_in
Devops Release Management — Overview,https://www.palantir.com/docs/foundry/devops-release-management/overview/,Foundry & AIP,Product delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Product delivery
Use DevOps for release management,https://www.palantir.com/docs/foundry/devops-release-management/use-devops-for-release-management/,Foundry & AIP,Product delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Product delivery
Devops — Core Concepts,https://www.palantir.com/docs/foundry/devops/core-concepts/,Foundry & AIP,Product delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Product delivery
Product delivery,https://www.palantir.com/docs/foundry/devops/overview/,Foundry & AIP,Product delivery,P0,Official architectural spine or core ontology lifecycle page; reviewed directly in the research synthesis.,2026-07-27,AI Platform (AIP) | Analytics | Data connectivity & integration | Developer toolchain | Management & enablement | Model connectivity & development | Observability | Ontology building | Product delivery | Security & governance | Use case development
Document Intelligence — Core Concepts,https://www.palantir.com/docs/foundry/document-intelligence/core-concepts/,Foundry & AIP,AI Platform (AIP),P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,AI Platform (AIP)
Deploy extraction strategies to Python functions,https://www.palantir.com/docs/foundry/document-intelligence/deploy-to-python-functions/,Foundry & AIP,AI Platform (AIP),P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,AI Platform (AIP)
Deploy extraction strategies to Python transforms,https://www.palantir.com/docs/foundry/document-intelligence/deploy-to-python-transforms/,Foundry & AIP,AI Platform (AIP),P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,AI Platform (AIP)
Document-to-text media transformations,https://www.palantir.com/docs/foundry/document-intelligence/document-to-text/,Foundry & AIP,AI Platform (AIP),P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,AI Platform (AIP)
Document Intelligence — Overview,https://www.palantir.com/docs/foundry/document-intelligence/overview/,Foundry & AIP,AI Platform (AIP),P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,AI Platform (AIP)
Widget configuration,https://www.palantir.com/docs/foundry/dynamic-scheduling/program-scheduling-configuration/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Dynamic Scheduling — Overview,https://www.palantir.com/docs/foundry/dynamic-scheduling/program-scheduling-overview/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Dynamic Scheduling — Overview,https://www.palantir.com/docs/foundry/dynamic-scheduling/scheduling-calendar-overview/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Widget configuration,https://www.palantir.com/docs/foundry/dynamic-scheduling/scheduling-calendar-widget/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Dynamic Scheduling — Core Concepts,https://www.palantir.com/docs/foundry/dynamic-scheduling/scheduling-concepts/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Drag and drop,https://www.palantir.com/docs/foundry/dynamic-scheduling/scheduling-drag-and-drop/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Drag to create,https://www.palantir.com/docs/foundry/dynamic-scheduling/scheduling-drag-to-create/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Scheduling Gantt Chart widget,https://www.palantir.com/docs/foundry/dynamic-scheduling/scheduling-gantt-chart-widget/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Dynamic Scheduling — Getting Started,https://www.palantir.com/docs/foundry/dynamic-scheduling/scheduling-getting-started/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Inline metrics,https://www.palantir.com/docs/foundry/dynamic-scheduling/scheduling-inline-metrics/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Ontology primitives,https://www.palantir.com/docs/foundry/dynamic-scheduling/scheduling-ontology-primitives/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Dynamic Scheduling — Overview,https://www.palantir.com/docs/foundry/dynamic-scheduling/scheduling-overview/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Dynamic Scheduling — Overview,https://www.palantir.com/docs/foundry/dynamic-scheduling/scheduling-row-level-interactions-overview/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Triggering actions and events,https://www.palantir.com/docs/foundry/dynamic-scheduling/scheduling-row-level-triggering-actions-and-events/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Dynamic Scheduling — Overview,https://www.palantir.com/docs/foundry/dynamic-scheduling/scheduling-schedule-layer-level-interactions/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Schedule layer (puck) styling,https://www.palantir.com/docs/foundry/dynamic-scheduling/scheduling-schedule-layer-style/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Search Functions,https://www.palantir.com/docs/foundry/dynamic-scheduling/scheduling-search-functions/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
Suggestion Functions,https://www.palantir.com/docs/foundry/dynamic-scheduling/scheduling-suggestion-functions/,Foundry & AIP,Ontology building,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Ontology building
